Country,year,Region,Health expenditure per capita US,"Hospital beds (per 1,000 people)",Number of physicians(per 1000 people),"Mortality from CVD,cancer,diabetes or CRD",Population growth (annual %)
Switzerland,2013,Europe & Central Asia,9275.79882813,4.85,4.0303,9.1,1.14987975781229
Switzerland,2014,Europe & Central Asia,9578.64550781,4.73,4.1171,8.8,1.22010397343287
Switzerland,2015,Europe & Central Asia,9382.79101563,4.73,4.1898,8.8,1.13833715247736
Switzerland,2016,Europe & Central Asia,9439.42480469,4.69,4.2473,8.5,1.09203117387253
Switzerland,2017,Europe & Central Asia,9606.34960938,4.65,4.2957,8.2,0.933155888738653
Syrian Arab Republic,2000,Middle East & North Africa,54.21872711,1.4,1.3654,27.3,2.44796785515457
Syrian Arab Republic,2001,Middle East & North Africa,58.47392654,1.4,1.399,25.7,2.14436097366638
Syrian Arab Republic,2002,Middle East & North Africa,63.93671417,1.38,1.4676,25.3,1.87929834690516
Syrian Arab Republic,2003,Middle East & North Africa,61.29418945,1.49,1.4053,24.1,1.91650801550182
Syrian Arab Republic,2004,Middle East & North Africa,61.67289352,1.49,1.4522,23.7,2.34163592008515
Syrian Arab Republic,2005,Middle East & North Africa,63.559822080000004,1.28,1.5384,22.8,2.94779931535795
Syrian Arab Republic,2006,Middle East & North Africa,65.62462616,1.47,0.53,22.1,3.73143709504919
Syrian Arab Republic,2007,Middle East & North Africa,75.41347504,1.47,1.4882,21.7,4.20736060236829
Syrian Arab Republic,2008,Middle East & North Africa,86.41690063,1.54,1.4858,22.1,3.87683250172363
Syrian Arab Republic,2009,Middle East & North Africa,90.49646759,1.51,1.4113,21.5,2.58833252690427
Syrian Arab Republic,2010,Middle East & North Africa,92.73750305,1.54,1.4602,21.2,0.736079607629261
Tajikistan,2000,Europe & Central Asia,5.97125244,6.54,2.1717,28.2,1.56723465363582
Tajikistan,2001,Europe & Central Asia,7.67240763,6.4,2.1241,28.3,1.63038812768161
Tajikistan,2002,Europe & Central Asia,8.35373688,6.27,2.041,28.5,1.70028177768677
Tajikistan,2003,Europe & Central Asia,11.17181587,6.12,1.9396,28.7,1.76879018000987
Tajikistan,2004,Europe & Central Asia,14.93279171,6.04,1.9512,28.9,1.83042886865691
Tajikistan,2005,Europe & Central Asia,17.73142815,5.87,1.9548,29.8,1.88720655667795
Tajikistan,2006,Europe & Central Asia,20.43570137,6.12,1.9166,30.2,1.94394823621184
Tajikistan,2007,Europe & Central Asia,29.1230545,5.44,1.8962,30.7,2.00327651488055
Tajikistan,2008,Europe & Central Asia,42.08819199,5.3,1.9292,30.6,2.06356681152108
Tajikistan,2009,Europe & Central Asia,39.5818634,5.19,1.6439,30.5,2.12469662451
Tajikistan,2010,Europe & Central Asia,42.9864502,5.08,1.6975,30.5,2.18439215473896
Tajikistan,2011,Europe & Central Asia,49.65073395,4.95,1.7209,30.5,2.2347212083873
Tajikistan,2012,Europe & Central Asia,57.97858429,4.83,2.877,1,2.27761028692613
Tajikistan,2013,Europe & Central Asia,68.94046021,4.76,2.8691,29.2,2.32138959348237
Tajikistan,2014,Europe & Central Asia,74.59780884,4.67,2.1026,29.3,2.3669420480681
Tanzania,2010,Sub-Saharan Africa,37.532478330000004,0.7,0.008,19.2,2.91188894130246
Thailand,2000,East Asia & Pacific,62.2649498,2.2,0.368,20.2,1.0444225744895
Thailand,2002,East Asia & Pacific,69.9021225,2.2,0.2964,17.9,0.830519827451946
Thailand,2005,East Asia & Pacific,91.44425964,2.1,0.293,16.8,0.645476031073619
Thailand,2010,East Asia & Pacific,172.0929718,2.1,0.3906,14.9,0.489622687570703
Timor-Leste,2009,East Asia & Pacific,49.46465683,5.9,0.044,20.4,1.77098830008296
Timor-Leste,2010,East Asia & Pacific,52.1896553,5.9,0.079,19.9,1.77428525606029
Tonga,2001,East Asia & Pacific,59.96763992,3.2000000477,0.3553,27.2,0.529414199001714
Tonga,2008,East Asia & Pacific,202.76853943,2.4,0.5513,25.9,0.783647515637758
Tonga,2010,East Asia & Pacific,177.96894836,2.6,0.5577,26.3,0.0808166372313784
Trinidad and Tobago,2000,Latin America & Caribbean,277.21578979,3.3,1.0062,28.7,0.25538458642862
Trinidad and Tobago,2001,Latin America & Caribbean,284.29602051,3.4000000954,0.9704,27.8,0.351979616464221
Trinidad and Tobago,2003,Latin America & Caribbean,374.00271606,3.3,0.8087,26.5,0.496257228482993
Trinidad and Tobago,2006,Latin America & Caribbean,593.2364502,2.7,1.2222,23.6,0.465940500123548
Trinidad and Tobago,2007,Latin America & Caribbean,696.38708496,2.7,1.1792,1,0.451781349215789
Trinidad and Tobago,2009,Latin America & Caribbean,810.79681396,2.6,1.5081,21.7,0.491165415942271
Trinidad and Tobago,2010,Latin America & Caribbean,861.51055908,2.14,1.8086,21.9,0.54532583381721
Trinidad and Tobago,2015,Latin America & Caribbean,1107.18554688,3.01,2.6498,19.3,0.585143887675024
Trinidad and Tobago,2017,Latin America & Caribbean,1128.59362793,3.02,3.3646,18.2,0.470521283059585
Tunisia,2000,Middle East & North Africa,111.66085052,1.73,0.7668,19.1,0.98086205790251
Tunisia,2001,Middle East & North Africa,114.88658905,1.73,0.793,18.8,0.877524351745046
Tunisia,2002,Middle East & North Africa,125.91226959,1.71,0.8068,18.5,0.786633171671687
Tunisia,2003,Middle East & North Africa,150.82670593,1.71,0.8234,18.1,0.747066168542747
Tunisia,2004,Middle East & North Africa,169.67736816,2.05,1.33,17.9,0.771214726539056
Tunisia,2005,Middle East & North Africa,172.34443665,1.76,0.9322,17.7,0.839587274945058
Tunisia,2007,Middle East & North Africa,205.00958252,1.76,1.0242,17.3,1.00964773498837
Tunisia,2008,Middle East & North Africa,233.33903503,1,1.1074,17.1,1.05889482724662
Tunisia,2010,Middle East & North Africa,243.71401978,2.09,1.222,16.8,1.0354454908345
Tunisia,2014,Middle East & North Africa,293.09716797,2.18,1.2769,16.2,1.00150981471964
Tunisia,2015,Middle East & North Africa,270.46969604,2.18,1.3108,1,1.04982516714664
Tunisia,2016,Middle East & North Africa,258.75515747,2.18,1.2834,15.9,1.1029429551085
Tunisia,2017,Middle East & North Africa,252.72486877,2.18,1.3025,15.8,1.1390705538875
Turkey,2000,Europe & Central Asia,199.49937439,2.1,1.3479,1,1.51810979845438
Turkey,2001,Europe & Central Asia,153.6227417,2.16,1.399,20.4,1.49422662100438
Turkey,2002,Europe & Central Asia,186.69137573,2.49,1.4114,19.9,1.47386568720214
Turkey,2003,Europe & Central Asia,238.68717957,2.48,1.4294,19.3,1.43873664511403
Turkey,2004,Europe & Central Asia,299.56063843,2.47,1.4492,18.7,1.3847339240455
Turkey,2005,Europe & Central Asia,364.90805054,2.5,1.4852,18.2,1.32312648689277
Turkey,2006,Europe & Central Asia,416.92852783,2.52,1.5195,17.9,1.24887663592494
Turkey,2007,Europe & Central Asia,512.8482666,2.54,1.5579,17.5,1.19280433140776
Turkey,2008,Europe & Central Asia,570.85894775,2.58,1.6068,17.4,1.19537882664634
Turkey,2009,Europe & Central Asia,500.1930542,2.62,1.6635,1,1.27389035427646
Turkey,2010,Europe & Central Asia,539.32714844,2.74,1.7068,17.9,1.40008860606542
Turkey,2011,Europe & Central Asia,531.4185791,2.62,1.716,17.3,1.53156607830159
Turkey,2012,Europe & Central Asia,524.25030518,2.66,1.7384,16.8,1.63114823337747
Turkey,2013,Europe & Central Asia,551.40124512,2.65,1.7619,16.6,1.69274545557577
Turkey,2014,Europe & Central Asia,525.84472656,2.68,1.756,16.6,1.70264361643927
Turkey,2015,Europe & Central Asia,453.1164856,2.68,1.7988,16.4,1.66948158450263
Turkey,2016,Europe & Central Asia,466.7947998,2.75,1.8142,16.1,1.63994240407574
Turkey,2017,Europe & Central Asia,442.61761475,2.81,1.8492,15.9,1.60131223365858
Turkmenistan,2000,Europe & Central Asia,76.63774109,5.36,2.7475,37.3,1.1132056013906
Turkmenistan,2001,Europe & Central Asia,123.79406738,5.13,2.7681,36.2,1.05635044915613
Turkmenistan,2002,Europe & Central Asia,132.51860046,5.02,7.0946,39.1,1.00132675119841
Turkmenistan,2003,Europe & Central Asia,208.86752319000001,5.08,2.6651,39.2,0.987168284946743
Turkmenistan,2004,Europe & Central Asia,319.25836182,4.9,2.613,39.8,1.01813565859049
Turkmenistan,2005,Europe & Central Asia,345.14273071,4.4,2.5038,40.2,1.08387062076238
Turkmenistan,2006,Europe & Central Asia,374.18310547,4.34,2.3923,38.5,1.159727726127
Turkmenistan,2007,Europe & Central Asia,281.93478394,4.07,2.3414,38.6,1.24023103197768
Turkmenistan,2008,Europe & Central Asia,255.47665405,4.04,2.3026,37.9,1.33845812891072
Turkmenistan,2009,Europe & Central Asia,194.2538147,4.02,2.2911,34.5,1.45195727003336
Turkmenistan,2010,Europe & Central Asia,221.79844666,4.1,2.2743,33.1,1.57024944886588
Turkmenistan,2011,Europe & Central Asia,276.65042114,4.07,2.2841,31.1,1.69310292263253
Turkmenistan,2012,Europe & Central Asia,318.80361938,3.98,2.2375,29.9,1.79721676532165
Turkmenistan,2013,Europe & Central Asia,376.21679688,3.93,2.2125,29.4,1.85198802269048
Turkmenistan,2014,Europe & Central Asia,437.74581909,4.03,2.2247,29.4,1.84535409057192
Uganda,2004,Sub-Saharan Africa,31.77279472,0.7,0.0824,28.9,3.18482822906835
Uganda,2005,Sub-Saharan Africa,39.42023468,1,0.1214,28.9,3.16795927327414
Uganda,2010,Sub-Saharan Africa,65.54209137,0.5,0.117,24.1,3.18660981826466
Ukraine,2000,Europe & Central Asia,35.13175964,8.82,3.0295,34.7,-1.00657902702927
Ukraine,2001,Europe & Central Asia,44.7864418,8.79,3.0279,1,-1.05092091504282
Ukraine,2002,Europe & Central Asia,52.87649155,8.89,3.0188,34.1,-0.949639340714078
Ukraine,2003,Europe & Central Asia,68.91546631,8.81,3.0096,34.1,-0.811376216452802
Ukraine,2004,Europe & Central Asia,84.58253479,8.73,3.0161,34.6,-0.758571027336172
Ukraine,2005,Europe & Central Asia,116.33116913,8.68,3.0181,35.3,-0.732800943705215
Ukraine,2006,Europe & Central Asia,148.37510681,8.73,3.0838,33.8,-0.676059672626708
Ukraine,2007,Europe & Central Asia,185.91156006,8.72,3.0885,33.9,-0.596871080118823
Ukraine,2008,Europe & Central Asia,215.78677368,8.75,3.1177,33.5,-0.541496740974727
Ukraine,2009,Europe & Central Asia,168.28643799,9.4,3.4904,30.8,-0.443841324029999
Ukraine,2010,Europe & Central Asia,202.34086609,9.38,3.483,29.7,-0.397263167656909
Ukraine,2011,Europe & Central Asia,243.78082275,9.05,3.4842,28.3,-0.359600092788762
Ukraine,2012,Europe & Central Asia,275.2192688,8.91,3.491,28.2,-0.246976481186878
Ukraine,2013,Europe & Central Asia,280.97668457,8.8,3.4965,27.4,-0.227691350050529
Ukraine,2014,Europe & Central Asia,212.7696991,7.46,2.9923,27.7,-0.479262000344597
United Arab Emirates,2000,Middle East & North Africa,787.02111816,2.38,1.8015,24.4,5.5107500989409
United Arab Emirates,2001,Middle East & North Africa,777.13061523,2.28,1.9829,24.2,5.24154548212896
United Arab Emirates,2002,Middle East & North Africa,857.91192627,2.19,2.0027,23.9,5.19315186182676
United Arab Emirates,2003,Middle East & North Africa,886.5012207,2.19,2.0763,23.5,6.48737308141272
United Arab Emirates,2004,Middle East & North Africa,894.54040527,2.19,1.9176,23.2,9.17410804804272
United Arab Emirates,2005,Middle East & North Africa,913.3560791,2.19,1.5193,23.1,12.0199278323734
United Arab Emirates,2006,Middle East & North Africa,974.52062988,1.88,1.3298,22.7,14.4246687668402
United Arab Emirates,2007,Middle East & North Africa,1072.70532227,1.88,1.4053,22.5,15.1772513526911
United Arab Emirates,2008,Middle East & North Africa,1303.14074707,1.86,1.6405,21.6,13.9101055053539
United Arab Emirates,2009,Middle East & North Africa,1296.97766113,1.93,1.5177,21.3,11.0445985920276
United Arab Emirates,2010,Middle East & North Africa,1314.63000488,1.93,1.4195,21.1,7.68722216681039
United Arab Emirates,2011,Middle East & North Africa,1438.47216797,1.07,1.4369,20.9,4.53624184406951
United Arab Emirates,2012,Middle East & North Africa,1403.52490234,1.07,1.4767,20.7,2.15417385990529
United Arab Emirates,2013,Middle East & North Africa,1523.88378906,1.15,1.7413,20.5,0.614086082306359
United Arab Emirates,2014,Middle East & North Africa,1588.28234863,0.01,1.9953,20.3,0.176775197578861
United Arab Emirates,2015,Middle East & North Africa,1385.53771973,1.1,2.2111,19.9,0.527292387564473
United Arab Emirates,2016,Middle East & North Africa,1298.12792969,1.36,2.371,19.6,1.05327089864392
United Arab Emirates,2017,Middle East & North Africa,1650.01855469,1.38,2.4356,19.3,1.33947023681167
United Kingdom,2000,Europe & Central Asia,2054.18041992,4.08,1.9913,16.5,0.357300887421605
United Kingdom,2001,Europe & Central Asia,2128.29443359,4.04,2.0416,1,0.384975969564228
United Kingdom,2002,Europe & Central Asia,2417.06103516,3.98,2.1146,15.7,0.423337079636281
United Kingdom,2003,Europe & Central Asia,2833.67700195,3.95,2.204,15.3,0.465641113602993
United Kingdom,2004,Europe & Central Asia,3429.6472168,3.86,2.3357,14.6,0.568943113421317
United Kingdom,2005,Europe & Central Asia,3599.93408203,3.72,2.412,14.2,0.68661130607346
United Kingdom,2006,Europe & Central Asia,3893.58862305,3.54,2.459,13.8,0.73504867842129
United Kingdom,2007,Europe & Central Asia,4505.46728516,3.39,2.4844,13.6,0.778666112441256
United Kingdom,2008,Europe & Central Asia,4351.27685547,3.33,2.5543,13.2,0.787032622318939
United Kingdom,2009,Europe & Central Asia,3892.01416016,3.26,2.6279,12.7,0.756390859593407
United Kingdom,2010,Europe & Central Asia,3955.45141602,2.93,2.6265,12.4,0.783888646646516
United Kingdom,2011,Europe & Central Asia,4208.41992188,2.88,2.6603,1,0.781506562236639
United Kingdom,2012,Europe & Central Asia,4282.04882813,2.81,2.6667,11.7,0.695353132322269
United Kingdom,2013,Europe & Central Asia,4350.25537109,2.76,2.6774,11.6,0.669740535540783
United Kingdom,2014,Europe & Central Asia,4740.86865234,2.73,2.7149,11.3,0.736463978721671
United Kingdom,2015,Europe & Central Asia,4472.52148438,2.61,2.7465,11.3,0.792367505802859
United Kingdom,2016,Europe & Central Asia,4066.09350586,2.57,2.7563,11.3,0.757874492811929
United Kingdom,2017,Europe & Central Asia,3978.6171875,2.54,2.7863,10.8,0.679374473924223
United States,2000,North America,4564.45507813,3.49,2.5942,18.1,1.11276899679534
United States,2001,North America,4914.94042969,3.47,2.2,17.6,0.989741382223669
United States,2002,North America,5332.49316406,3.39,2.3,17.3,0.927797485710314
United States,2004,North America,6103.58447266,3.26,2.7147,16.4,0.925483968943482
United States,2005,North America,6454.68310547,3.2,2.4356,16.1,0.921713167161207
United States,2006,North America,6821.10742188,3.18,2.4285,15.7,0.964253917136075
United States,2007,North America,7172.16601563,3.14,2.4358,15.4,0.951055242772428
United States,2008,North America,7410.70068359,3.13,2.4412,15.2,0.945865287282592
United States,2009,North America,7681.24755859,3.08,2.4471,14.9,0.876651298802912
United States,2010,North America,7930.15136719,3.05,2.4354,14.5,0.829616674709795
United States,2011,North America,8130.75634766,2.97,2.4641,14.3,0.726786704810745
United States,2012,North America,8399.23925781,2.93,2.4985,14.2,0.733599941250847
United States,2013,North America,8599.52734375,2.89,2.5596,1,0.692860276624581
United States,2014,North America,9023.61132813,2.83,2.574,13.9,0.733361519937424
United States,2015,North America,9491.09082031,2.8,2.5781,13.9,0.73621730882542
United States,2016,North America,9877.87109375,2.77,2.5881,1,0.724676067451429
United States,2017,North America,10209.63085938,2.87,2.612,13.8,0.63264399508256
Uruguay,2007,Latin America & Caribbean,571.99188232,2.9,4.181,19.2,0.190772213415185
Uruguay,2010,Latin America & Caribbean,1030.6217041,1.2,3.736,17.6,0.286095677460416
Uruguay,2016,Latin America & Caribbean,1450.14489746,2.48,3.9558,17.5,0.354761354566368
Uruguay,2017,Latin America & Caribbean,1648.87463379,2.43,5.0794,16.1,0.364565153230285
Uzbekistan,2000,Europe & Central Asia,35.50957489,5.33,2.9628,34.2,1.38374682096563
Uzbekistan,2001,Europe & Central Asia,30.33938026,5.34,2.909,33.5,1.26596853291421
Uzbekistan,2002,Europe & Central Asia,24.39394188,5.54,2.8456,34.5,1.22383151928578
Uzbekistan,2003,Europe & Central Asia,25.49855804,5.48,2.7816,34.1,1.16367524443693
Uzbekistan,2004,Europe & Central Asia,27.88423538,5.26,2.721,33.4,1.15376921505544
Uzbekistan,2005,Europe & Central Asia,32.32670975,5.19,2.6701,34.9,1.1633502238127
Uzbekistan,2006,Europe & Central Asia,37.71009445,5.12,2.6515,32.8,1.22021635439699
Uzbekistan,2007,Europe & Central Asia,46.53120804,4.83,2.6329,31.8,1.42347489680303
Uzbekistan,2008,Europe & Central Asia,60.81357193,4.67,2.6048,30.8,1.60532736295221
Uzbekistan,2009,Europe & Central Asia,71.42124939,4.58,2.5706,29.1,1.687340968602
Uzbekistan,2010,Europe & Central Asia,85.18738556,4.44,2.5432,28.9,2.82284968340424
Uzbekistan,2011,Europe & Central Asia,100.09022522,4.32,2.5036,28.6,2.68401550537804
Uzbekistan,2012,Europe & Central Asia,117.570755,4.19,2.4451,28.3,1.47209998811321
Uzbekistan,2013,Europe & Central Asia,130.42457581,3.99,2.4044,27.9,1.56190433294848
Uzbekistan,2014,Europe & Central Asia,117.65130615,3.98,2.3742,28.6,1.68690035915161
Vanuatu,2008,East Asia & Pacific,82.50093842,1.7,0.1157,40.1,2.35779692386399
"Venezuela, RB",2001,Latin America & Caribbean,391.50839233,0.8000000119,1.9475,17.5,1.85931662601217
Vietnam,2001,East Asia & Pacific,23.18782616,2.4000000954,0.5242,21.5,1.0358933872913
Vietnam,2002,East Asia & Pacific,19.65594101,1.4,0.5514,21.6,0.976001213951017
Vietnam,2005,East Asia & Pacific,35.03743744,2.34,0.6139,21.8,0.922551593967954
Vietnam,2006,East Asia & Pacific,42.29331589,2.66,0.6239,21.9,0.931893992984162
Vietnam,2008,East Asia & Pacific,59.16986084,2.9,0.6648,22.4,0.959836735124864
Vietnam,2009,East Asia & Pacific,64.43672943,3.1,0.6982,22.4,0.979409218714375
Vietnam,2010,East Asia & Pacific,78.63555908,2.91,0.71,22.4,1.00012883807904
Vietnam,2012,East Asia & Pacific,108.93997192,2.5,0.8209,22.3,1.04162218011767
Vietnam,2013,East Asia & Pacific,119.52192688,3.18,1.18,22.2,1.05306229998885
Vietnam,2014,East Asia & Pacific,117.41460419,2.6,0.783,22.1,1.05363581050321
"Yemen, Rep.",2001,Middle East & North Africa,27.19543648,0.59,0.219,30.6,2.8834995561068
"Yemen, Rep.",2004,Middle East & North Africa,39.15239334,0.59,0.3449,29.4,2.88193132446171
"Yemen, Rep.",2008,Middle East & North Africa,70.82818604,0.7,0.3156,28.3,2.82422828044247
"Yemen, Rep.",2009,Middle East & North Africa,66.81106567,0.7,0.3165,27.9,2.81186955596599
"Yemen, Rep.",2014,Middle East & North Africa,81.05194855,0.71,0.5251,26.7,2.65414064347765
Zambia,2004,Sub-Saharan Africa,37.97074127,1,0.1298,30.9,2.57738728972258
Zambia,2008,Sub-Saharan Africa,55.93905258,1.9,0.0619,27.8,2.72642294267314
Zambia,2010,Sub-Saharan Africa,55.3928299,1,0.0614,28.1,2.914654960089
Zimbabwe,2011,Sub-Saharan Africa,88.38669586,1.7,0.0817,32.5,1.53640571630567
